,read_name,avg_match,ref_start_primary,ref_start_secondary,ref_name_primary,ref_name_secondary,is_reverse_primary,is_reverse_secondary
0,9647ead4-9495-44eb-84ac-41b15894ed4c,16740.5,40443,43632,EM60,EM11,True,True
1,a9a4fd1b-0188-41b3-84be-6df016cfd063,14514.0,42232,39043,EM11,EM60,True,True
2,5e469d4f-a630-40a1-a739-f98f3e0c78f7,13907.5,45020,48209,EM60,EM11,False,False
3,bb244be3-17e0-46d6-a870-4c057597597e,13833.0,44793,47982,EM60,EM11,True,True
4,756cab44-c8b4-4138-9818-d41f33ae78d3,13761.0,45203,48392,EM60,EM11,True,True
5,07ae2a61-f8ed-40bc-8396-e8b0c33fe7ce,13114.0,41174,44325,EM60,EM11,True,True
6,7ae30ce9-96fb-4b11-8fbf-58c190615a7c,13092.0,39764,42964,EM60,EM11,True,True
7,99281dac-d7e8-4cc2-89a3-3fe228b00e26,12510.5,44846,48035,EM60,EM11,False,False
8,2fd4c4ff-1526-4614-8361-2297acc6dbae,12493.5,49519,39589,EM11,EM60,True,True
9,7403f30b-398e-461e-bb9b-f892ac37c728,12416.0,72012,76086,EM60,EM11,False,False
10,cb12e133-1e81-4cd7-be8b-900bb6b00149,12243.0,76693,73633,EM11,EM60,False,False
11,75ed54d1-2a8f-4a3e-a985-b821e6842b0c,12051.5,45447,42258,EM11,EM60,True,True
12,b2a44f09-e6ff-4c90-bafa-6ed644ab0b15,11930.0,46683,49872,EM60,EM11,True,True
13,04402b0d-de7d-4d92-a967-0eb7d985b406,11923.5,40800,43989,EM60,EM11,False,False
14,8f8ec79f-4cff-490d-81f6-a4bc25bb94e2,11888.0,42153,38994,EM11,EM60,True,True
15,ba18ea67-f4fc-4378-9bc4-463dd66b1b26,11780.0,38758,42315,EM60,EM11,False,False
16,39081ef1-483a-48ff-98bd-5acb56013d19,11633.5,40928,65316,EM60,EM11,True,True
17,d9d13154-bde9-43ab-b8f0-5c97e76dde98,11591.5,77202,74053,EM11,EM60,True,True
18,c2e6c328-86d0-4533-917e-6e313aece7a1,11236.5,51056,47868,EM11,EM60,False,False
19,5d168694-f519-4ea1-aefd-b54d2a70e901,11209.0,43373,46562,EM60,EM11,True,True
20,c3c7ae25-df02-4da3-8ca8-aaef5b094206,11105.5,43005,46204,EM60,EM11,False,False
21,9131b645-44c9-4571-93ea-33865088fe73,11021.0,46801,43612,EM11,EM60,False,False
22,4e989efa-4778-4b5e-a1fd-688342bf7631,10650.0,40536,46748,EM60,EM11,False,False
23,adfbb1c1-6086-4269-bc14-16416e8cbcbb,10602.0,75062,78229,EM60,EM11,True,True
24,a0f8b644-a65c-4f25-876d-febe9958e7f4,10535.0,47029,43844,EM11,EM60,True,True
25,9343de67-bcf1-4f55-90cb-30133e9edf9e,10483.0,73249,76059,EM60,EM11,False,False
26,33b3483e-bee7-4001-b9b3-c56ad0abf307,10449.5,43259,40070,EM11,EM60,True,True
27,45ed3ad8-9982-4f20-b653-e8e274bb6e0b,10438.5,40765,43954,EM60,EM11,True,True
28,3d9952ad-cc3f-4ef0-8a86-d7e246fa9c5b,10419.0,78890,74951,EM11,EM60,False,False
29,0236c728-58ab-4ead-b2b8-1f7903cc3233,10291.5,42518,39329,EM11,EM60,True,True
30,15575c3b-c879-458e-b1c5-42a7843d4b77,10286.5,43967,47156,EM60,EM11,True,True
31,55bf6551-751c-4eb2-abc3-a47402efd0a9,10149.5,41220,44409,EM60,EM11,True,True
32,baec45c5-9050-441d-9564-673b2270b044,10147.0,75781,78948,EM60,EM11,True,True
33,cc2a9b95-a4a0-49bd-8727-fd6fcdcbe0c9,10024.5,51404,38953,EM11,EM60,False,False
34,5b96ada5-cb6f-40a1-ab45-65639f382fdf,9974.5,48469,51657,EM60,EM11,True,True
35,15e4c0a4-4d02-441b-a218-48e0473391cf,9942.5,42182,38993,EM11,EM60,False,False
36,20e6b4f6-9b19-4461-b2f6-c60414488926,9916.0,46626,49815,EM60,EM11,True,True
37,4cbb3228-f62b-4be5-8999-39489bbab155,9902.0,39125,42314,EM60,EM11,True,True
38,d248249e-c22f-4393-87ea-b3670afec230,9886.5,32908,54676,EM60,EM11,False,False
39,2fa2f0be-8da7-4e8b-8870-14f0db25149e,9862.0,77467,74300,EM11,EM60,False,False
40,33f5fec3-b389-4329-8b76-342eae4e0939,9804.5,44055,48199,EM60,EM11,True,True
41,a4887a4b-4afe-4140-bdb8-019fd445cbcc,9777.5,43814,42544,EM60,EM11,False,False
42,55f77adc-d2e2-4b40-be9d-c8fda3a5fe33,9754.5,43993,47182,EM60,EM11,False,False
43,e0b6ee42-e8f1-46da-b7c2-fccb85029cc5,9723.0,42143,38882,EM11,EM60,True,True
44,a9b62a88-77aa-4dc0-9d62-1736d6849a48,9710.0,43850,40661,EM11,EM60,False,False
45,b42b481d-9737-4f9b-980f-1aa930643300,9663.5,40882,44071,EM60,EM11,True,True
46,ad2d296e-33e5-4ea2-8eeb-8874315fed4f,9485.5,36536,30232,EM11,EM60,False,False
47,b6fe87fe-aa85-473f-b4eb-aeff6943cb14,9455.0,41533,44722,EM60,EM11,False,False
48,7cc76db2-173c-42b9-bb7c-55fb2053af81,9418.0,75195,78362,EM60,EM11,False,False
49,2779babc-9d97-4e6b-ae72-377dbb553401,9344.0,46111,42924,EM11,EM60,True,True
50,48f9c631-0595-4d6b-a229-7ba5f785eaf9,9332.5,42011,45200,EM60,EM11,True,True
51,581e0732-d4ee-43dd-a28c-3f7c3e214a89,9321.0,44627,42675,EM11,EM60,True,True
52,f30bb992-fe97-4d1f-83cf-5fa52d843d0d,9267.0,38957,42146,EM60,EM11,False,False
53,e2bf23c8-2bc6-4d73-8e95-c7b12b148096,9247.0,44775,47964,EM60,EM11,True,True
54,ab871600-4de2-4786-856b-6ea07d8707b7,9236.5,42103,38950,EM11,EM60,True,True
