,read_name,avg_match,ref_start_primary,ref_start_secondary,ref_name_primary,ref_name_secondary,is_reverse_primary,is_reverse_secondary
0,fc38fa36-340e-40ef-ad30-32836d4da0af,14364.5,52526,34751,EM11,EM60,True,True
1,d3122356-2aa8-4f7f-a7c9-a2a1115225ae,13502.5,43671,40482,EM11,EM60,True,True
2,142cd650-e533-4aad-8b36-4d67ea54b7fe,12667.0,49613,46442,EM11,EM60,True,True
3,72073d00-58a4-4c7f-818d-b3f20b0c87e4,11868.5,45287,42960,EM11,EM60,False,False
4,2f563eeb-65de-4a18-b843-d4da3e591694,11673.5,75329,72892,EM11,EM60,False,False
5,072f9350-f336-47f8-b01d-3d867771a8bc,11390.0,75819,72892,EM11,EM60,True,True
6,d4038d0b-6db2-489d-84e1-1d4bdbc35036,11125.0,43416,40255,EM11,EM60,True,True
7,8526fc18-6f2e-4d18-ace8-cd4a510fb870,11112.0,47003,43814,EM11,EM60,True,True
8,1daba442-ad4e-4c8a-9d5b-0e5e5284d397,11003.0,75516,72919,EM11,EM60,True,True
9,7b36a1a3-11e5-4528-bce4-0d75810b8221,11001.0,43459,37189,EM11,EM60,True,True
10,85e98d1f-b486-41fd-8f91-95c357e61a0d,10951.0,42140,38951,EM11,EM60,True,True
11,7933ec59-443c-43a3-997d-bb54bb014e54,10934.5,75372,73481,EM11,EM60,False,False
12,774b8c3e-1e6c-468d-a7b5-560c0c86aad2,10696.0,75082,72892,EM11,EM60,True,True
13,55140752-8554-4f5e-aa74-7770bf8057d7,9917.0,76000,72892,EM11,EM60,False,False
14,b760b933-a6ce-440c-bc34-bd05d096a18b,9775.5,58330,43754,EM11,EM60,True,True
15,fce25d24-58c5-48b2-9427-f6a56faf6fab,9605.0,47803,44614,EM11,EM60,True,True
16,67b39540-d097-4afe-948c-7d5ef80ab570,9474.0,51698,48510,EM11,EM60,False,False
17,52bfeab3-545c-408f-a977-ca120766605a,9472.0,45644,42455,EM11,EM60,False,False
18,5c18bd8a-efa5-4fd2-a9aa-6f686724bd9d,9470.0,50254,47065,EM11,EM60,True,True
19,ae1affe5-a9c9-4ce6-a795-ad43cefbaa31,9244.0,44691,41502,EM11,EM60,False,False
20,eaf442ca-c3a2-4f36-a9fc-37a99e6ca988,9227.0,52118,41257,EM11,EM60,False,False
21,1e9ca832-9e5c-4a6a-9b28-314fe8e4aa32,9088.0,43322,40133,EM11,EM60,True,True
22,074d60a2-96b0-48e9-b409-391f0133a6db,8915.0,48672,43754,EM11,EM60,True,True
23,92296b3e-8cc6-40d9-b8e0-e753660baf1e,8865.5,46747,43558,EM11,EM60,False,False
