,read_name,avg_match,ref_start_primary,ref_start_secondary,ref_name_primary,ref_name_secondary,is_reverse_primary,is_reverse_secondary
0,629a9a27-bbad-4a39-9cc9-b343893ba53f,20666.5,42139,79604,EM11,EM60,True,True
1,b217bb8a-5b65-4a00-9990-577c26ce0459,17474.5,39828,36641,EM11,EM60,True,True
2,ba9a1879-3646-4721-b30b-d157bf2d657b,15306.5,46672,43483,EM11,EM60,False,False
3,26a5b75a-5760-4238-8610-fe7ab5766492,14738.0,42173,39730,EM11,EM60,False,False
4,6f4e18a8-81db-469e-9dc4-2977ccd0ef3a,13998.0,42413,39224,EM11,EM60,False,False
5,3520ccd3-54c9-4022-8393-bef5e1a99470,13630.5,48605,45416,EM11,EM60,True,True
6,b1dcdc19-bfd1-4f38-9cea-96017f855256,12956.5,48218,45029,EM11,EM60,False,False
7,d92681fe-44fb-438c-bcb0-33136706e538,12814.0,47370,44181,EM11,EM60,True,True
8,7174d0fb-8c4e-4125-8f40-fbaae3f83988,12615.5,48052,44863,EM11,EM60,True,True
9,5baef0db-d91f-4eb2-a87d-83680ab6a16a,12481.0,42143,38954,EM11,EM60,False,False
10,b1cbf844-1475-4457-833a-99007f5b2748,12447.5,40245,37189,EM11,EM60,True,True
11,fb053c74-392c-4dc3-832e-bb4cbb4be712,12297.5,73138,49255,EM11,EM60,False,False
12,52c2af06-e270-43cc-946c-8c8c1f5eafac,12204.5,76512,73345,EM11,EM60,True,True
13,1ca36613-21f3-47f5-92b6-4dba9f33a1a6,12071.5,46094,42961,EM11,EM60,True,True
14,3db74964-5b5d-4c02-a009-d950ab57ed37,11816.0,43363,40174,EM11,EM60,False,False
15,48ad8365-c172-44dc-85d4-7b66e9a401c6,11764.5,41489,38325,EM11,EM60,True,True
16,418a03a5-6e44-4cce-840d-475aec18a0d3,11713.0,42139,38950,EM11,EM60,True,True
17,f17e6ec9-e784-4c4b-b863-5254f3b4f199,11675.5,76055,73388,EM11,EM60,True,True
18,03563c71-caac-4db6-af07-ec985fa7e258,11599.0,40986,38825,EM11,EM60,True,True
19,ca121454-27e1-4e42-be00-667c80da0cbf,11569.0,42804,39622,EM11,EM60,False,False
20,4d0a40ba-9cad-486d-884b-793b276cd37d,11553.5,46041,42852,EM11,EM60,False,False
21,4b83e932-266b-4ca8-9f2f-785705c6db13,11531.0,50739,47551,EM11,EM60,True,True
22,cdf2a09d-4a2e-4695-9108-24503997f4b3,11457.0,44721,41532,EM11,EM60,False,False
23,2cb60f6b-406f-446f-a869-90702695bd6b,11450.5,56437,40906,EM11,EM60,False,False
24,c7cda839-e1be-4c3f-a198-896484425a5f,11419.5,42406,39217,EM11,EM60,False,False
25,f2690fe0-4ecd-4e48-95c8-34b602dd1240,11377.5,77710,74564,EM11,EM60,False,False
26,95b1ce03-2c8e-468e-9a40-b907a607c12f,11222.0,43291,40102,EM11,EM60,True,True
27,8f41ca47-4e5c-406f-9edf-51aedb56954a,11118.5,42221,39032,EM11,EM60,False,False
28,62541d9f-4334-4035-989b-92de066fc1e6,10960.0,53511,45259,EM11,EM60,False,False
29,400e3b26-6b29-4619-9960-1d0d92081465,10823.0,38935,57078,EM11,EM60,False,False
30,2a673d9d-0eb7-4211-befb-b43ce6db20e4,10816.0,45477,42288,EM11,EM60,False,False
31,a7dd6455-af3f-4d84-a037-8f9da2d5738f,10583.5,43464,76823,EM11,EM60,True,True
32,a46c6296-3988-453c-93be-dc4be459c1c9,10553.0,46790,43601,EM11,EM60,False,False
33,f1fcd739-1afd-42a0-8ec0-f1fe2cd86b74,10542.5,47162,43973,EM11,EM60,True,True
34,6d171cbf-ad0d-42a1-ac48-aaeee8f3eb41,10518.0,76219,73052,EM11,EM60,True,True
35,be1d6e60-401e-4b26-abc0-587a11c750de,10502.0,46074,43858,EM11,EM60,False,False
36,a60a1911-4844-4a89-88c9-d20a1e7af92a,10469.5,46353,43165,EM11,EM60,True,True
37,5b0a7e31-3a02-47cc-ad2a-80389ac99633,10433.5,47179,43990,EM11,EM60,True,True
38,d516ac9f-261a-4e8c-afc8-30bbeb2dbdf6,10316.0,42862,62103,EM11,EM60,False,False
39,f0c36f30-f48c-41f6-a754-9391aff0a5ca,10260.5,45734,42578,EM11,EM60,True,True
40,18792f9e-68e9-47bf-9405-430336be574a,10245.5,51806,48618,EM11,EM60,False,False
41,e8ca1722-db8e-4cc1-a23a-63aef5147260,10220.5,47472,44283,EM11,EM60,False,False
42,1ad4b3d4-d5f5-4fec-80a5-754d30a4108f,10195.0,43459,40270,EM11,EM60,False,False
43,a3f75d0d-af52-42cf-8cf2-162dc5af97c5,10188.0,47158,43969,EM11,EM60,True,True
44,88e4eb52-e9c7-4389-af0b-91fee7a1be9e,10153.0,78488,75321,EM11,EM60,True,True
45,06e706b1-dafc-4c7d-bbeb-add10feac2f3,10124.0,48169,39032,EM11,EM60,False,False
46,f2c110c8-4ffc-4a6a-838d-c4dc240ac759,10109.0,44032,40843,EM11,EM60,False,False
47,73e21960-c4be-4299-ac30-a1dabc78ecdf,10065.0,46357,43168,EM11,EM60,False,False
48,c3ed3280-6995-48a0-8581-638291dfc443,9982.5,78181,75014,EM11,EM60,False,False
49,0a9dae02-3b14-41a9-a6df-b35a0ca36e01,9963.5,41147,38802,EM11,EM60,True,True
50,5cb2d6e0-a4b7-45d7-b010-fd88299a8c13,9907.0,45036,42685,EM11,EM60,True,True
51,65bb8456-8568-47a3-9eb6-f7ea2e69603c,9862.0,78227,75060,EM11,EM60,False,False
52,4d83cc7f-22d0-48f7-85be-0ebc1dd3176a,9856.5,47451,44262,EM11,EM60,True,True
53,25ecabf1-a318-4575-8054-c3dc4c79f707,9826.0,50021,46832,EM11,EM60,True,True
54,383a2e98-c192-4237-9b55-5b9c9fe39fea,9817.5,40477,37290,EM11,EM60,False,False
55,2a814706-a1a1-4fe7-b95d-9d1b4f1bd24f,9783.0,44607,41418,EM11,EM60,False,False
56,c783e086-f168-4c61-987f-9be75367fb4a,9724.5,77540,74551,EM11,EM60,True,True
57,9660f92d-f52b-4d6a-b264-2b66c8b8abb9,9676.5,47279,44090,EM11,EM60,True,True
58,f27cd86b-526e-44ea-8518-35e5bc37e988,9656.5,77878,74711,EM11,EM60,True,True
59,ac0553f4-7b05-44f2-b2ed-0940dbe95ef2,9590.5,50636,44989,EM11,EM60,False,False
60,b9c09248-4a3b-4a1d-b5c0-ac7739e9662a,9577.5,44928,43191,EM11,EM60,True,True
